113.775671,23.020932,40
113.775689,23.02092,40
113.775718,23.020909,40
113.775738,23.020904,40
113.775766,23.020903,40
113.77579,23.020891,40
113.775812,23.020878,40
113.775833,23.020862,40
113.775851,23.020844,40
113.775866,23.020828,40
113.775882,23.020806,40
113.775894,23.020784,40
113.775911,23.020764,40
113.775926,23.020741,40
113.775946,23.020721,40
113.775964,23.020699,40
113.775977,23.02068,40
113.775994,23.020656,40
113.776012,23.02064,40
113.776029,23.020628,40
113.77605,23.020621,40
113.776073,23.020614,40
113.776091,23.020603,40
113.776104,23.02059,40
113.776128,23.02056,40
113.776149,23.020543,40
113.776165,23.020528,40
113.7762,23.020502,40
113.776225,23.020487,40
113.77625,23.02048,40
113.776276,23.02047,40
113.776302,23.020461,40
113.776329,23.020452,40
113.776352,23.020446,40
113.776377,23.020439,40
113.776402,23.020436,40
113.776422,23.020432,40
113.776449,23.020428,40
113.776473,23.020427,40
113.776499,23.020427,40
113.776524,23.020426,40
113.776554,23.020427,40
113.776589,23.020429,40
113.776623,23.020431,40
113.776654,23.020431,40
113.776677,23.020432,40
113.776702,23.020431,40
113.776727,23.020424,40
113.776757,23.020418,40
113.776782,23.020412,40
113.776807,23.020404,40
113.77683,23.020396,40
113.776854,23.020392,40
113.77688,23.020384,40
113.776899,23.020374,40
113.77692,23.020366,40
113.77694,23.020361,40
113.776963,23.020358,40
113.776986,23.020355,40
113.777009,23.020354,40
113.777031,23.020351,40
113.777053,23.020349,40
113.777078,23.020346,40
113.7771,23.020338,40
113.777124,23.020331,40
113.777147,23.020324,40
113.777172,23.020318,40
113.777193,23.020311,40
113.777215,23.020301,40
113.777234,23.02029,40
113.777258,23.020279,40
113.777274,23.020268,50
113.777293,23.020252,50
113.777324,23.020231,50
113.777349,23.020213,50
113.777361,23.020198,50
113.777376,23.020183,50
113.77739,23.020169,50
113.777405,23.020156,50
113.777424,23.020145,50
113.777441,23.020134,50
113.777461,23.020124,50
113.777477,23.020113,50
113.777504,23.020102,50
113.777524,23.020084,50
113.777547,23.020061,50
113.777562,23.020048,50
113.77758,23.020036,50
113.777601,23.020025,50
113.777616,23.020011,50
113.777633,23.020002,50
113.777653,23.019991,50
113.777672,23.019977,50
113.777693,23.019961,50
113.777708,23.019947,50
113.777727,23.01993,50
113.777745,23.019915,50
113.777767,23.019904,50
113.777795,23.019892,50
113.777815,23.01988,50
113.777836,23.019868,50
113.77785,23.019855,50
113.777869,23.019846,50
113.777889,23.01984,50
113.77791,23.019832,50
113.777931,23.01982,50
113.777954,23.019812,50
113.777976,23.019797,50
113.777995,23.019781,50
113.778015,23.019768,50
113.778033,23.019749,50
113.778049,23.019733,50
113.778064,23.019714,50
113.77808,23.019695,50
113.778095,23.019675,50
113.778112,23.019653,50
113.778126,23.019631,50
113.778141,23.019611,50
113.778157,23.019593,50
113.778175,23.019578,50
113.778194,23.019566,50
113.778216,23.019548,50
113.778236,23.019532,50
113.778254,23.019509,50
113.778273,23.019484,50
113.77829,23.019463,50
113.778308,23.019441,60
113.778325,23.01942,60
113.778341,23.019396,60
113.778353,23.019374,60
113.778365,23.019349,60
113.778373,23.019326,60
113.77838,23.019299,60
113.778376,23.019278,60
113.778368,23.019256,60
113.77836,23.019233,60
113.778356,23.019214,60
113.778354,23.019168,60
113.778348,23.019144,60
113.778342,23.01912,60
113.77834,23.019096,60
113.778334,23.019068,60
113.77833,23.019043,60
113.778329,23.01901,60
113.77832,23.018982,60
113.778315,23.01895,60
113.778308,23.018917,60
113.778296,23.018885,60
113.778283,23.018857,60
113.778278,23.018835,60
113.778273,23.018809,60
113.77827,23.018787,60
113.77827,23.018766,60
113.77827,23.018739,60
113.778263,23.018706,60
113.77826,23.018676,60
113.778257,23.018649,60
113.778258,23.018628,60
113.778258,23.018605,60
113.778255,23.018584,60
113.778251,23.018565,60
113.778246,23.01854,60
113.778238,23.018518,60
113.778245,23.0185,60
113.77825,23.018479,60
113.778212,23.018382,60
113.778202,23.018254,50
113.7782,23.01816,50
113.778161,23.018069,50
113.778133,23.017982,50
113.778059,23.017911,50
113.778021,23.017791,50
113.778046,23.017686,50
113.778084,23.01758,50
113.778136,23.017495,50
113.778164,23.017475,50
113.778183,23.017467,50
113.778272,23.017418,50
113.778308,23.017399,50
113.778346,23.017382,50
113.778379,23.017365,40
113.778412,23.017349,40
113.778432,23.017339,40
113.778465,23.017328,40
113.778482,23.017318,40
113.778509,23.01731,40
113.778535,23.017301,40
113.778563,23.017283,40
113.778579,23.017271,40
113.778598,23.017258,40
113.778629,23.017235,40
113.778645,23.017223,40
113.778674,23.017204,40
113.778691,23.017192,40
113.778707,23.01718,50
113.778721,23.017162,50
113.778736,23.017148,50
113.778767,23.017122,50
113.778787,23.017108,50
113.778806,23.017097,50
113.778828,23.017086,50
113.778863,23.017074,40
113.778884,23.01706,40
113.778904,23.017046,40
113.778925,23.017032,40
113.778954,23.017008,50
113.778974,23.016989,50
113.778996,23.016969,50
113.779019,23.016951,50
113.779039,23.016935,50
113.779059,23.016916,50
113.779079,23.016898,50
113.7791,23.016883,50
113.779123,23.016868,50
113.779144,23.016848,50
113.779166,23.016831,50
113.779192,23.01681,50
113.779213,23.016792,50
113.779232,23.016774,50
113.779258,23.016756,50
113.779282,23.01674,40
113.779305,23.016724,40
113.779329,23.016707,40
113.779352,23.016692,40
113.779374,23.016673,40
113.779395,23.016655,40
113.779413,23.016641,40
113.779432,23.016624,40
113.779452,23.016606,40
113.77947,23.016594,40
113.779484,23.016576,40
113.779493,23.016557,40
113.779509,23.016542,40
113.779525,23.016525,40
113.77954,23.016508,40
113.779553,23.01649,40
113.779569,23.016465,40
113.779584,23.016446,40
113.779619,23.016413,40
113.779635,23.016394,40
113.77965,23.01638,40
113.779669,23.016359,40
113.779688,23.016341,40
113.779707,23.016318,40
113.779727,23.016296,40
113.779744,23.016277,40
113.779759,23.016259,40
113.779783,23.016253,40
113.779818,23.016242,40
113.779836,23.016232,40
113.779868,23.016219,40
113.779888,23.016215,40
113.779909,23.016212,40
113.779947,23.016202,40
113.779987,23.016191,40
113.780013,23.016185,40
113.780034,23.016181,40
113.780059,23.016175,40
113.780084,23.016166,40
113.780108,23.01616,40
113.780137,23.016155,40
113.78026,23.016123,40
113.780413,23.016122,40
113.780544,23.016133,40
113.780656,23.016131,40
113.780768,23.016121,40
113.780868,23.016174,40
113.780968,23.016212,40
113.78105,23.016267,30
113.781232,23.01628,30
113.781345,23.016352,30
113.781454,23.016277,30
113.781574,23.016256,30
113.781669,23.016196,30
113.781748,23.016136,30
113.781805,23.016049,30
113.781821,23.015934,30
113.78183,23.015826,30
113.78183,23.015731,40
113.781806,23.015548,40
113.781828,23.015458,40
113.781852,23.015358,40
113.781883,23.015301,40
113.781935,23.015226,40
113.781969,23.015166,40
113.782042,23.0151,40
113.782195,23.015038,40
113.782353,23.014989,40
113.782462,23.015022,40
113.782563,23.015088,40
113.782646,23.015144,40
113.782748,23.015275,30
113.782797,23.015353,30
113.782856,23.015442,30
113.782879,23.015484,30
113.78291,23.015539,30
